Region,Type,Nature,Highest Price Month,Lowest Price Month,Highest Price,Lowest Price
El Manar 2,App. 3 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Cite Ennasr,App. 3 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Oued Ellil,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Jabbes,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Cite Hotel Des,Terrain nu,Terrain,March,April,521676.05903310573,310308.0805972307
Cite Ennasr 2,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Midoun,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
El Mourouj,App. 5 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Barraket Essahe,App. 1 pièc,Vente,February,February,511238.2649639356,385959.4082204523
El Aouina,App. 1 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Chotrana 2,Autre,Vente,February,February,511238.2649639356,385959.4082204523
La Mannouba,Surfaces,Vente,March,May,521676.05903310573,274550.28580589977
Bou Mhel,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Hammamet,Duplex,Location,March,May,521676.05903310573,274550.28580589977
El Manar 2,App. 1 pièc,Location,March,May,521676.05903310573,274550.28580589977
Cite El Ghazala,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Ain Zaghouan,App. 1 pièc,Vente,March,May,521676.05903310573,274550.28580589977
La Soukra,App. 4 pièc,Location,March,May,521676.05903310573,274550.28580589977
Barraket Essahe,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Cite Ettahrir,Maisons,Vente,March,March,521676.05903310573,335467.2110650256
Hammamet,Duplex,Vente,March,May,521676.05903310573,274550.28580589977
Hammamet,Bureau,Bureaux & Commer,March,April,521676.05903310573,310308.0805972307
Mohamadia,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Enfidha,Maisons,Vente,February,February,511238.2649639356,385959.4082204523
El Aouina,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Jardins d'el Me,Maisons,Location,March,May,521676.05903310573,274550.28580589977
Cite Ennkhilet,App. 2 pièc,Vente,February,February,511238.2649639356,385959.4082204523
Mosque Erraoudh,Autre,Vente,February,February,511238.2649639356,385959.4082204523
Riadh Landlous,App. 1 pièc,Location,March,May,521676.05903310573,274550.28580589977
Chotrana 1,App. 3 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Kelibia,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Nabeul,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Ben Arous,Autre,Location,March,April,521676.05903310573,310308.0805972307
El Manar 2,App. 4 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Berge Du Lac,App. 5 pièc,Location,March,May,521676.05903310573,274550.28580589977
Cite El Ghazala,App. 4 pièc,Location,March,May,521676.05903310573,274550.28580589977
Kheireddine Pac,App. 2 pièc,Location,February,February,511238.2649639356,385959.4082204523
Mornag,Terrain agr,Terrain,March,April,521676.05903310573,310308.0805972307
El Manar 1,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Meghira Centre,App. 3 pièc,Vente,February,February,511238.2649639356,385959.4082204523
Sounine,Autre,Vente,February,February,511238.2649639356,385959.4082204523
Mutuelle Ville,Duplex,Vente,March,March,521676.05903310573,335467.2110650256
Sidi Bousaid,Duplex,Location,March,May,521676.05903310573,274550.28580589977
Sidi Bousaid,App. 4 pièc,Location,March,April,521676.05903310573,310308.0805972307
Hammamet,App. 5 pièc,Location,March,April,521676.05903310573,310308.0805972307
El Menzah 1,App. 3 pièc,Vente,March,April,521676.05903310573,310308.0805972307
Cite El Khadra,App. 4 pièc,Vente,February,February,511238.2649639356,385959.4082204523
Cite Sahloul,App. 3 pièc,Vente,March,April,521676.05903310573,310308.0805972307
Cite Ennasr 2,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Carthage,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Marsa Ennassim,Duplex,Location,March,May,521676.05903310573,274550.28580589977
Gammart,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Cite Sahloul,App. 2 pièc,Vente,February,February,511238.2649639356,385959.4082204523
Jardins d'el Me,App. 4 pièc,Location,March,May,521676.05903310573,274550.28580589977
Cite Ennasr 2,App. 1 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Cite El Khalil,Duplex,Vente,March,April,521676.05903310573,310308.0805972307
El Menzah 9,Maisons,Location,March,May,521676.05903310573,274550.28580589977
Douar Hicher,App. 2 pièc,Vente,February,February,511238.2649639356,385959.4082204523
El Mourouj,Gérance lib,Bureaux & Commer,February,February,511238.2649639356,385959.4082204523
Cite Touristiqu,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Chatt Meriem,Autre,Vente,February,February,511238.2649639356,385959.4082204523
Charguia 1,Atelier,Bureaux & Commer,February,February,511238.2649639356,385959.4082204523
Cite Tyna 1,Autre,Location,February,February,511238.2649639356,385959.4082204523
Bab Bhar,Surfaces,Location,March,May,521676.05903310573,274550.28580589977
Cite Jouamaa,Duplex,Vente,February,February,511238.2649639356,385959.4082204523
Cite El Khadra,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Ben Arous,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Cite Mohamed Al,Maisons,Location,March,April,521676.05903310573,310308.0805972307
El Haouaria,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Sidi Hassine,Surfaces,Location,March,March,521676.05903310573,335467.2110650256
Charguia 1,Surfaces,Bureaux & Commer,March,May,521676.05903310573,274550.28580589977
Hammamet,Autre,Vente,March,April,521676.05903310573,310308.0805972307
Cite Ennasr 2,Autre,Vente,March,May,521676.05903310573,274550.28580589977
Mahdia,App. 1 pièc,Location,March,April,521676.05903310573,310308.0805972307
Mahdia,Maisons,Location,March,May,521676.05903310573,274550.28580589977
Bab El Jazira,App. 2 pièc,Vente,February,February,511238.2649639356,385959.4082204523
El Omrane,Autre,Vente,February,February,511238.2649639356,385959.4082204523
Marsa Ennassim,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Ezzahra,Atelier,Bureaux & Commer,March,May,521676.05903310573,274550.28580589977
Bizerte,App. 3 pièc,Location,March,April,521676.05903310573,310308.0805972307
Beni Khiar,Maisons,Location vacance,March,April,521676.05903310573,310308.0805972307
Kheireddine,Autre,Vente,March,March,521676.05903310573,335467.2110650256
Mahdia,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Mosque Erraoudh,App. 2 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Bou Mhel,Maisons,Location,March,April,521676.05903310573,310308.0805972307
Chouchet Rades,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Cite Jardins,Bureau,Bureaux & Commer,March,May,521676.05903310573,274550.28580589977
Borj Cedria,App. 1 pièc,Location,March,April,521676.05903310573,310308.0805972307
El Menzah 6,App. 4 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Sidi Messaoud,Terrain agr,Terrain,March,May,521676.05903310573,274550.28580589977
Metlaoui,Maisons,Vente,February,February,511238.2649639356,385959.4082204523
Borj Cedria,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Korba,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Cite El Khalil,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Sousse Khezama,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
El Ain,Surfaces,Location,February,February,511238.2649639356,385959.4082204523
La Soukra,App. 4 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Sfax,App. 1 pièc,Vente,February,February,511238.2649639356,385959.4082204523
Sfax,Surfaces,Vente,March,April,521676.05903310573,310308.0805972307
Cite De La Sant,App. 3 pièc,Vente,March,April,521676.05903310573,310308.0805972307
Montplaisir,Bureau,Bureaux & Commer,March,May,521676.05903310573,274550.28580589977
Le Kram Est,Bureau,Bureaux & Commer,March,April,521676.05903310573,310308.0805972307
Zaouit Mornag,Maisons,Location,February,February,511238.2649639356,385959.4082204523
Le Kram Ouest,App. 2 pièc,Location,March,April,521676.05903310573,310308.0805972307
Berge Du Lac,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Nouvelle Medina,Duplex,Vente,March,April,521676.05903310573,310308.0805972307
Bab Bhar,App. 4 pièc,Location,March,May,521676.05903310573,274550.28580589977
Mejez El Bab,Autre,Location,March,April,521676.05903310573,310308.0805972307
Tyna,Terrain nu,Terrain,February,February,511238.2649639356,385959.4082204523
Menzel Bouzelfa,Terrain agr,Terrain,March,May,521676.05903310573,274550.28580589977
Cite El Ghazala,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Bizerte,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Cite Oplympique,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Cite Ennasr 1,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Cite Mohamed Al,App. 2 pièc,Location,February,February,511238.2649639356,385959.4082204523
Zaouit Mornag,App. 2 pièc,Location,February,February,511238.2649639356,385959.4082204523
Chotrana 3,Surfaces,Vente,February,February,511238.2649639356,385959.4082204523
Ain Zaghouan,Bureau,Bureaux & Commer,March,May,521676.05903310573,274550.28580589977
Testour,Terrain agr,Terrain,March,May,521676.05903310573,274550.28580589977
Errissala,Maisons,Vente,February,February,511238.2649639356,385959.4082204523
Cite Bhar Lazre,App. 3 pièc,Vente,March,April,521676.05903310573,310308.0805972307
Rades,App. 1 pièc,Location,March,April,521676.05903310573,310308.0805972307
Sidi Daoud,Autre,Location,March,May,521676.05903310573,274550.28580589977
Dar Fadhal,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Bab Bhar,App. 1 pièc,Location,March,May,521676.05903310573,274550.28580589977
Kelibia,App. 1 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Bab Bhar,App. 5 pièc,Location,March,April,521676.05903310573,310308.0805972307
Marsa Ennassim,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Cite Essomrane,Maisons,Location,February,February,511238.2649639356,385959.4082204523
Dar Fadhal,Maisons,Location,February,February,511238.2649639356,385959.4082204523
Cite Ennkhilet,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
El Medina,Maisons,Vente,March,April,521676.05903310573,310308.0805972307
Sidi Mansour,Surfaces,Vente,February,February,511238.2649639356,385959.4082204523
Kelibia,App. 1 pièc,Location,February,February,511238.2649639356,385959.4082204523
Cite Ennkhilet,Autre,Vente,March,April,521676.05903310573,310308.0805972307
Cite El Khalil,App. 4 pièc,Vente,March,April,521676.05903310573,310308.0805972307
La Soukra,App. 1 pièc,Location,March,May,521676.05903310573,274550.28580589977
Cite El Yamama,Maisons,Vente,March,March,521676.05903310573,335467.2110650256
Cite Ennasr 2,App. 5 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Bab Bhar,App. 2 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Hammam Chatt,App. 1 pièc,Location,March,April,521676.05903310573,310308.0805972307
Sfax,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Mornaguia 20 Ma,Autre,Location,February,February,511238.2649639356,385959.4082204523
Borj Hafaiedh,Terrain agr,Terrain,March,April,521676.05903310573,310308.0805972307
Harithine,Terrain nu,Terrain,February,February,511238.2649639356,385959.4082204523
Belli Halte,Terrain agr,Terrain,February,February,511238.2649639356,385959.4082204523
Cite El Khadra,App. 5 pièc,Vente,February,February,511238.2649639356,385959.4082204523
Cite Ibn Khaldo,App. 1 pièc,Location,March,May,521676.05903310573,274550.28580589977
El Haouaria,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Gammart,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Cite Bhar Lazre,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Nabeul,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
El Menzah 9,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Sidi Rezig,App. 1 pièc,Location,February,February,511238.2649639356,385959.4082204523
Chotrana 1,Surfaces,Location,March,May,521676.05903310573,274550.28580589977
Megrine,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
Bab Bhar,Surfaces,Vente,March,May,521676.05903310573,274550.28580589977
Cite Bhar Lazre,Autre,Bureaux & Commer,March,April,521676.05903310573,310308.0805972307
Sahloul,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Cite Du Stade,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Ras Jebel,Autre,Vente,February,February,511238.2649639356,385959.4082204523
El Alia,Terrain agr,Terrain,March,March,521676.05903310573,335467.2110650256
Sidi Daoud,Bureau,Bureaux & Commer,March,May,521676.05903310573,274550.28580589977
Cite Ennasr 2,App. 4 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Cite Oplympique,Bureau,Bureaux & Commer,February,February,511238.2649639356,385959.4082204523
Hergla,Terrain nu,Terrain,March,April,521676.05903310573,310308.0805972307
Dar Fadhal,App. 3 pièc,Vente,March,April,521676.05903310573,310308.0805972307
El Menzah 9,App. 3 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Hedi Chaker,App. 1 pièc,Location,March,April,521676.05903310573,310308.0805972307
Monfleury,App. 2 pièc,Location,February,February,511238.2649639356,385959.4082204523
Hammam Lif,Terrain nu,Terrain,March,May,521676.05903310573,274550.28580589977
Zone urbaine no,App. 4 pièc,Location,March,April,521676.05903310573,310308.0805972307
Sousse Khezama,App. 3 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Chotrana 1,Duplex,Vente,March,May,521676.05903310573,274550.28580589977
Hammam Lif,App. 4 pièc,Vente,March,March,521676.05903310573,335467.2110650256
El Menzah 5,App. 3 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Ezzahra,App. 2 pièc,Vente,March,April,521676.05903310573,310308.0805972307
Hammam Lif,Maisons,Location,March,May,521676.05903310573,274550.28580589977
Zone Skanes,App. 3 pièc,Location,February,February,511238.2649639356,385959.4082204523
Ariana,App. 3 pièc,Location,March,May,521676.05903310573,274550.28580589977
La Pecherie,App. 4 pièc,Vente,February,February,511238.2649639356,385959.4082204523
Oued Ellil,Maisons,Vente,March,May,521676.05903310573,274550.28580589977
Henchir Dheniba,Terrain nu,Terrain,February,February,511238.2649639356,385959.4082204523
Cite Chaker,Terrain nu,Terrain,March,April,521676.05903310573,310308.0805972307
Charguia 2,App. 3 pièc,Location,February,February,511238.2649639356,385959.4082204523
Borj El Baccouc,Duplex,Vente,February,February,511238.2649639356,385959.4082204523
Ain Zaghouan,Autre,Location,March,May,521676.05903310573,274550.28580589977
Cite Ennasr 2,Duplex,Vente,March,May,521676.05903310573,274550.28580589977
El Menzah 7,Surfaces,Bureaux & Commer,March,April,521676.05903310573,310308.0805972307
Raoued,App. 2 pièc,Vente,March,March,521676.05903310573,335467.2110650256
Sidi Ahmed Zarr,App. 5 pièc,Vente,February,February,511238.2649639356,385959.4082204523
Cite El Ghazala,App. 3 pièc,Vente,March,May,521676.05903310573,274550.28580589977
Borj Louzir,App. 3 pièc,Vente,March,April,521676.05903310573,310308.0805972307
Sidi Salah,Surfaces,Bureaux & Commer,March,April,521676.05903310573,310308.0805972307
Chotrana 1,Bureau,Bureaux & Commer,February,February,511238.2649639356,385959.4082204523
Ras Jebel,Terrain nu,Terrain,February,February,511238.2649639356,385959.4082204523
Enfidha,Terrain agr,Terrain,March,March,521676.05903310573,335467.2110650256
Hammamet,App. 2 pièc,Location vacance,March,May,521676.05903310573,274550.28580589977
Marsa Safsaf,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Hammamet,App. 4 pièc,Vente,March,April,521676.05903310573,310308.0805972307
Le Kram Est,Autre,Location,February,February,511238.2649639356,385959.4082204523
El Manar 1,App. 2 pièc,Location,March,May,521676.05903310573,274550.28580589977
Kheireddine,App. 4 pièc,Location,February,February,511238.2649639356,385959.4082204523
Marsa Safsaf,App. 1 pièc,Location,March,May,521676.05903310573,274550.28580589977
